51.83, 63.1, 73.77, 81.7, 83.48, 85.02, 0, 88.37, 89.29, 90.51, 93.17, 94.44, 95.99, 96.73, 97.26 
57.51, 68.66, 78.13, 83.97, 85.38, 86.56, 87.76, 89.46, 89.47, 92.13, 93.97, 94.93, 96.52, 96.95, 97.73
